Time,Type,Close_Price,RSI,BB_Lower,BB_Upper,Distance_to_EMA50,High_Volatility
2024-12-24 06:00:00,Bearish Reversal (Peak),2620.07,55.66,,,3.1615,False
2024-12-24 16:00:00,Bullish Reversal (Valley),2610.75,39.48,,,-5.62878,False
2024-12-26 17:00:00,Bearish Reversal (Peak),2636.37,70.74,,,16.23778,False
2024-12-27 13:00:00,Bearish Reversal (Peak),2628.53,49.78,,,2.56068,False
2024-12-27 22:00:00,Bullish Reversal (Valley),2615.34,38.11,,,-8.32135,False
2024-12-30 05:00:00,Bearish Reversal (Peak),2626.43,54.13,,,2.73448,False
2024-12-30 18:00:00,Bullish Reversal (Valley),2599.65,34.93,,,-19.48654,False
2024-12-31 10:00:00,Bearish Reversal (Peak),2616.45,57.02,,,2.36456,False
2024-12-31 13:00:00,Bullish Reversal (Valley),2610.93,49.62,,,-2.97922,False
2025-01-02 14:00:00,Bearish Reversal (Peak),2643.25,75.89,,,22.16284,False
2025-01-03 06:00:00,Bearish Reversal (Peak),2662.74,75.83,,,25.16359,False
2025-01-03 22:00:00,Bullish Reversal (Valley),2638.08,35.32,,,-4.46038,False
2025-01-06 13:00:00,Bearish Reversal (Peak),2645.49,56.27,,,5.42682,False
2025-01-06 15:00:00,Bullish Reversal (Valley),2624.08,36.3,,,-15.55295,False
2025-01-07 15:00:00,Bearish Reversal (Peak),2662.42,72.52,,,21.63699,False
2025-01-08 18:00:00,Bearish Reversal (Peak),2669.47,74.57,,,20.2735,False
2025-01-09 14:00:00,Bearish Reversal (Peak),2673.96,67.82,,,17.52854,False
2025-01-10 18:00:00,Bearish Reversal (Peak),2696.1,77.25,,,25.59423,False
2025-01-13 10:00:00,Bearish Reversal (Peak),2687.05,53.9,,,8.59983,False
2025-01-13 21:00:00,Bullish Reversal (Valley),2658.79,27.96,,,-15.73987,False
2025-01-14 06:00:00,Bearish Reversal (Peak),2673.46,52.33,,,0.5226,False
2025-01-14 15:00:00,Bullish Reversal (Valley),2662.83,38.59,,,-8.54533,False
2025-01-15 12:00:00,Bearish Reversal (Peak),2688.25,70.51,,,13.73172,False
2025-01-16 04:00:00,Bearish Reversal (Peak),2697.33,64.9,,,14.87508,False
2025-01-16 19:00:00,Bearish Reversal (Peak),2721.63,75.79,,,27.71135,False
2025-01-17 18:00:00,Bearish Reversal (Peak),2715.92,58.84,,,11.55071,False
2025-01-20 03:00:00,Bullish Reversal (Valley),2693.48,34.14,,,-9.80941,False
2025-01-20 10:00:00,Bearish Reversal (Peak),2706.76,51.59,,,2.99585,False
2025-01-21 02:00:00,Bullish Reversal (Valley),2705.35,47.86,,,-0.05549,False
2025-01-21 04:00:00,Bearish Reversal (Peak),2724.59,66.37,,,17.96292,False
2025-01-21 20:00:00,Bearish Reversal (Peak),2744.44,71.04,,,26.32541,False
2025-01-22 12:00:00,Bearish Reversal (Peak),2759.83,69.83,,,27.11031,False
2025-01-23 15:00:00,Bullish Reversal (Valley),2741.54,37.43,,,-3.83679,False
2025-01-23 19:00:00,Bearish Reversal (Peak),2757.58,59.23,,,11.34886,False
2025-01-24 15:00:00,Bearish Reversal (Peak),2782.25,74.54,,,23.39288,False
2025-01-27 04:00:00,Bullish Reversal (Valley),2756.05,34.22,,,-6.94188,False
2025-01-27 13:00:00,Bearish Reversal (Peak),2771.21,57.2,,,9.14947,False
2025-01-27 19:00:00,Bullish Reversal (Valley),2733.52,29.92,,,-25.08061,False
2025-01-28 13:00:00,Bullish Reversal (Valley),2742.62,44.93,,,-7.23713,False
2025-01-28 21:00:00,Bearish Reversal (Peak),2764.75,71.65,,,13.0697,False
2025-01-29 20:00:00,Bullish Reversal (Valley),2750.99,39.65,,,-4.80194,False
2025-01-30 02:00:00,Bearish Reversal (Peak),2762.05,58.94,,,5.75777,False
2025-01-31 01:00:00,Bearish Reversal (Peak),2796.09,73.43,,,24.22888,False
2025-01-31 16:00:00,Bearish Reversal (Peak),2812.22,77.12,,,28.23493,False
2025-02-03 05:00:00,Bullish Reversal (Valley),2774.33,30.83,,,-13.25453,False
2025-02-03 16:00:00,Bearish Reversal (Peak),2829.4,75.95,,,37.37472,False
2025-02-05 02:00:00,Bearish Reversal (Peak),2845.1,69.14,,,26.39125,False
2025-02-05 17:00:00,Bearish Reversal (Peak),2880.03,75.43,,,40.83811,False
2025-02-06 13:00:00,Bearish Reversal (Peak),2865.74,55.12,,,12.84026,False
2025-02-06 16:00:00,Bullish Reversal (Valley),2841.74,33.05,,,-11.27203,False
2025-02-07 17:00:00,Bearish Reversal (Peak),2880.21,67.38,,,20.42281,False
2025-02-10 11:00:00,Bearish Reversal (Peak),2902.79,78.65,,,34.63493,False
2025-02-11 03:00:00,Bearish Reversal (Peak),2933.83,82.14,,,46.84325,False
2025-02-11 14:00:00,Bullish Reversal (Valley),2889.23,38.31,,,-5.68949,False
2025-02-11 20:00:00,Bearish Reversal (Peak),2905.77,51.97,,,9.328,False
2025-02-12 13:00:00,Bullish Reversal (Valley),2879.59,33.66,,,-13.89096,False
2025-02-13 02:00:00,Bearish Reversal (Peak),2906.34,61.39,,,10.70774,False
2025-02-13 17:00:00,Bearish Reversal (Peak),2920.17,62.55,,,15.80851,False
2025-02-14 12:00:00,Bearish Reversal (Peak),2935.81,65.75,,,18.63309,False
2025-02-17 01:00:00,Bullish Reversal (Valley),2879.03,24.65,,,-30.60414,False
2025-02-18 03:00:00,Bullish Reversal (Valley),2895.55,43.03,,,-7.47193,False
2025-02-18 18:00:00,Bearish Reversal (Peak),2932.77,76.74,,,23.57041,False
2025-02-19 11:00:00,Bearish Reversal (Peak),2945.31,70.09,,,24.40839,False
2025-02-19 19:00:00,Bullish Reversal (Valley),2923.73,44.3,,,-0.36458,False
2025-02-20 10:00:00,Bearish Reversal (Peak),2954.37,68.14,,,23.03201,False
2025-02-20 15:00:00,Bullish Reversal (Valley),2933.89,43.95,,,-0.09786,False
2025-02-21 04:00:00,Bearish Reversal (Peak),2939.05,50.05,,,3.39197,False
2025-02-21 10:00:00,Bullish Reversal (Valley),2923.12,37.78,,,-11.0316,False
2025-02-21 20:00:00,Bearish Reversal (Peak),2941.72,57.94,,,7.84393,False
2025-02-24 03:00:00,Bullish Reversal (Valley),2927.89,43.4,,,-5.76975,False
2025-02-24 15:00:00,Bearish Reversal (Peak),2954.26,63.36,,,16.80135,False
2025-02-25 10:00:00,Bearish Reversal (Peak),2941.42,49.7,,,1.16231,False
2025-02-25 18:00:00,Bullish Reversal (Valley),2896.34,26.3,,,-39.925,False
2025-02-26 16:00:00,Bullish Reversal (Valley),2901.35,35.95,,,-21.74111,False
2025-02-27 16:00:00,Bullish Reversal (Valley),2872.02,30.39,,,-35.81356,False
2025-02-28 16:00:00,Bullish Reversal (Valley),2833.71,21.26,,,-48.01523,False
2025-03-03 09:00:00,Bullish Reversal (Valley),2863.1,49.41,,,-8.65168,False
2025-03-03 18:00:00,Bearish Reversal (Peak),2891.39,68.8,,,18.09512,False
2025-03-04 14:00:00,Bearish Reversal (Peak),2924.76,74.72,,,37.40298,False
2025-03-05 10:00:00,Bearish Reversal (Peak),2919.86,60.92,,,18.57546,False
2025-03-05 15:00:00,Bullish Reversal (Valley),2899.87,41.27,,,-3.33661,False
2025-03-06 04:00:00,Bearish Reversal (Peak),2925.49,59.2,,,16.02175,False
2025-03-06 11:00:00,Bullish Reversal (Valley),2894.12,33.92,,,-15.92237,False
2025-03-06 20:00:00,Bearish Reversal (Peak),2916.2,53.47,,,5.96115,False
2025-03-07 05:00:00,Bullish Reversal (Valley),2905.23,43.93,,,-4.49433,False
2025-03-07 16:00:00,Bearish Reversal (Peak),2926.74,62.39,,,14.30384,False
2025-03-07 21:00:00,Bullish Reversal (Valley),2905.11,42.15,,,-6.81717,False
2025-03-10 08:00:00,Bearish Reversal (Peak),2914.29,52.61,,,2.36143,False
2025-03-11 00:00:00,Bullish Reversal (Valley),2884.56,34.61,,,-20.56804,False
2025-03-11 15:00:00,Bearish Reversal (Peak),2917.6,65.93,,,13.07087,False
2025-03-12 10:00:00,Bearish Reversal (Peak),2922.08,64.23,,,11.6485,False
2025-03-13 02:00:00,Bearish Reversal (Peak),2938.5,69.83,,,19.68025,False
2025-03-13 18:00:00,Bearish Reversal (Peak),2979.96,79.2,,,45.96273,False
2025-03-14 11:00:00,Bearish Reversal (Peak),2998.65,74.52,,,39.29398,False
2025-03-17 03:00:00,Bearish Reversal (Peak),2990.73,60.35,,,18.35141,False
2025-03-17 22:00:00,Bearish Reversal (Peak),3000.78,60.94,,,17.02651,False
2025-03-18 14:00:00,Bearish Reversal (Peak),3034.12,76.03,,,35.70845,False
2025-03-19 07:00:00,Bearish Reversal (Peak),3044.41,72.05,,,29.06282,False
2025-03-20 02:00:00,Bearish Reversal (Peak),3053.05,66.55,,,25.16293,False
2025-03-20 15:00:00,Bullish Reversal (Valley),3032.69,42.96,,,-1.03282,False
2025-03-21 01:00:00,Bearish Reversal (Peak),3046.28,56.27,,,9.76682,False
2025-03-21 15:00:00,Bullish Reversal (Valley),3006.53,25.57,,,-27.22154,False
2025-03-24 10:00:00,Bearish Reversal (Peak),3028.74,54.79,,,1.88728,False
2025-03-24 21:00:00,Bullish Reversal (Valley),3005.94,35.06,,,-16.75134,False
2025-03-25 15:00:00,Bearish Reversal (Peak),3028.3,61.1,,,8.12776,False
2025-03-26 06:00:00,Bullish Reversal (Valley),3015.1,43.93,,,-5.24991,False
2025-03-26 09:00:00,Bearish Reversal (Peak),3030.36,60.66,,,9.31536,False
2025-03-26 21:00:00,Bullish Reversal (Valley),3017.15,46.31,,,-3.33142,False
2025-03-27 16:00:00,Bearish Reversal (Peak),3057.5,68.51,,,28.36919,False
2025-03-28 08:00:00,Bearish Reversal (Peak),3084.46,75.47,,,39.02496,False
2025-03-31 10:00:00,Bearish Reversal (Peak),3124.41,75.75,,,49.62868,False
2025-04-01 06:00:00,Bearish Reversal (Peak),3145.93,72.85,,,44.32446,False
2025-04-01 19:00:00,Bullish Reversal (Valley),3106.48,36.53,,,-5.8717,False
2025-04-02 04:00:00,Bearish Reversal (Peak),3132.9,58.7,,,18.94945,False
2025-04-02 13:00:00,Bullish Reversal (Valley),3114.28,44.68,,,-2.36202,False
2025-04-03 02:00:00,Bearish Reversal (Peak),3162.52,71.44,,,40.41107,False
